plot_y,total_leaching_gN_per_m2
0.2186405354448837,0.0
0.2203739639419392,0.0014470610577682
0.22051857210848322,0.0031913956068269
0.219393682951106,0.0013342105717837
0.21872020541483012,0.0023719533513627
0.21542632280815235,0.0074625655407791
0.21904670872716353,0.0035900718096808
0.2161120018817397,0.0
0.2173698797009458,0.0226954865087961
0.2186623316513916,0.0002618716509275
0.2195789413597911,0.0047246317990717
0.21755743574203174,2.691720153063572e-06
0.21527253299255392,0.0
0.22008877752481482,0.0114567530179584
0.21753933190279615,0.0206050829930567
0.21874672712904372,0.0
0.2174567289566533,0.0203085643729189
0.21983777792426393,0.0003411145367145
0.2187576217364601,0.0241815789630919
0.21580276581158334,0.0
0.21821936273761994,0.0113119811909638
0.2171054145144004,0.0
0.21894234647129573,0.0224095464193433
0.21875834584794945,0.0397665610014022
0.21899272933697822,0.0261500689714412
0.2189686534813226,0.0022389127452549
0.20393662012662822,0.0288280643737847
0.2166161064463754,6.476880978818587e-06
0.2180173188993476,0.0001611600991776
0.21588920504033962,8.849005114490552e-06
0.21936355611693523,0.0002511469457007
0.21664218780798072,0.0
0.21688328976458732,1.43852082521933e-05
0.22021224579441992,0.0107095773095512
0.21700604422894812,0.0
0.21968037938526386,0.0266673905975479
0.21937329620651294,0.0012069640719147
0.21757308416573903,7.486961201621907e-05
0.21839761631779903,0.0009712542590327
0.21954368018076884,1.7900169093031262e-05
0.2185897278402315,2.343811589977401e-05
0.21815255711570605,0.0
0.2192970408442246,5.1641697339865865e-06
0.21972744928500273,0.0180934004884777
0.24255636816661125,0.0052842936522325
0.21773898210517523,0.0008291701357954
0.21930608776621785,0.0006517813718124
0.21756606425187613,0.0
0.21967976319061486,0.0020797279395766
0.21809807123383054,0.0015697548116698
0.21511236728926114,4.201553287009947e-06
0.2183294660523734,0.0030450079271927
0.22074970640128905,0.0109982072509529
0.21988356977734005,0.0409078095358511
0.1986018700798292,2.449597727623115
0.21931736754288195,0.1316686361748094
0.21776562284384324,6.782204735465286e-06
