period,profit,leaching,wetstart
3,0.24753785465052108,0.0234739776761638,1
3,0.2473573495908299,0.0005588866485854,1
3,0.2464834211357234,0.0,1
3,0.2420251020101014,0.0008357855368199,1
3,0.2374077674898612,0.0041241430886936,1
3,0.24496810832707,0.0333708510872859,0
3,0.2439617787304346,0.0,1
3,0.2503520648098082,0.012844196499791,1
3,0.2115105551370601,3.158001297582235,0
3,0.2481533344620577,1.1471605815612382,1
3,0.2398414666186442,0.0,1
3,0.2508439855412091,0.0169313483475569,1
3,0.24501967224814059,0.0073313662722267,1
3,0.2392473689977849,0.0201091882571045,1
3,0.24156412572153832,4.5591528465373e-05,1
3,0.2464180474686261,0.0003097910984451,1
3,0.2484811863757947,0.0060456637855204,1
3,0.24420045490045608,0.0,1
3,0.2452629786002231,3.719753474748418e-05,1
3,0.2505140685371798,0.1240166037834286,1
3,0.2490166442867006,0.1670079776689469,1
3,0.2499988329567413,0.1428022115424126,1
3,0.2501170324475785,0.0369585485872055,1
3,0.2444615433069024,0.0261868329014595,1
3,0.24822851679489852,0.001914528650027,1
3,0.2497938687791568,0.6352377886303434,1
3,0.2453679762858308,0.0136408345457555,1
3,0.2400301225691408,0.1779534317044113,1
3,0.2454027662231309,0.1375146195600431,1
3,0.24618853700791202,11.784743980092578,1
3,0.2489328874214106,0.0629017180986104,1
3,0.2487655891106205,0.1045152919437555,1
3,0.2450200955404044,0.0115810442965703,1
3,0.2450958781344771,2.566165889053694e-05,0
3,0.2492522772485487,1.1955935307801264,1
3,0.24521479937181098,0.0189433056714064,1
3,0.24488675380045688,1.948171938623566e-06,1
3,0.2490892977255471,1.4341171446785468,1
3,0.2442436312960273,1.3222308644298653e-05,1
3,0.2511063693507578,0.0045805053056894,1
3,0.2464608330683042,0.0615732847057275,1
3,0.2508511743957101,0.008637073058801,1
3,0.2498719964051866,0.0136408335834028,1
3,0.2456736186390279,0.6218341339968888,1
3,0.24809980082048372,0.0207620801989471,1
3,0.2503440711158302,0.003940743115951,1
3,0.24527667155854901,0.00211529198965,1
3,0.2459453329550689,0.0475946821550455,1
3,0.2449585279040477,0.0129160104701515,0
3,0.2494232567834515,0.0354421463450712,1
3,0.2402084869997039,0.0,1
3,0.2390775301183277,0.0,1
3,0.2502690281506693,0.044620151858477,1
3,0.24501772474862432,5.3036881756826434e-05,1
3,0.2441814825919514,0.0,1
3,0.2452441242120905,1.998918233781915,1
3,0.2440320284403737,0.0,1
3,0.25079426932400517,0.0894811261067608,1
3,0.24749479503732982,0.1953452434379873,1
3,0.2452686419530049,2.7244927652851967e-05,0
3,0.2423336753909482,2.5456441301845474,1
3,0.2462188545681997,4.79577162412437,1
3,0.24124128441829729,0.0,1
3,0.2469880815408137,0.0007132175263348,1
3,0.2316048466192038,0.0003023038038095,0
3,0.2461732450418334,0.0002115851287986,1
3,0.24975892522529872,4.531908511701838,1
3,0.2490483538577712,0.0226588401034311,1
3,0.2298179291079884,0.0,0
3,0.2410685792307467,0.0023145558698288,1
3,0.2507220278113974,0.4110527624437522,1
3,0.2438849658763512,0.0087567796890992,1
3,0.24560691646230962,0.035716736966006,1
3,0.2457414332370187,0.0001581168561983,0
3,0.2412977280224424,0.0,1
3,0.2501480680980122,1.2263495798694106,1
3,0.2455490886839004,1.669089030520456e-05,1
3,0.2488164145858572,0.1052316977268822,1
3,0.24853733074855108,0.0003625339558744,1
3,0.2463018939336721,0.0010294026869359,1
3,0.2410714692567217,4.277447567677799e-05,1
3,0.2445343594291179,0.0,1
3,0.2395492333450042,0.0013482886920755,1
3,0.2499697345922839,0.0002655416370635,1
3,0.2452054681302805,0.0088007902035725,1
3,0.2451577124041674,2.0747140323000987e-05,1
3,0.24890916832961152,3.52360949285707,1
3,0.2496227792360858,1.7062339751666227e-05,1
3,0.2395775195434865,0.0,1
3,0.2501952555466728,0.002268087308454,1
3,0.245093228094099,0.0013042729065414,1
3,0.2430098780119101,0.2812754817518404,0
3,0.2461427691125316,0.000326534443181,1
3,0.2392322774713281,0.0,1
3,0.23014936024687083,0.0,0
3,0.2439860559950081,9.097882533711176e-06,1
3,0.246731971187594,0.0198178835786496,1
3,0.247704676152839,0.0231721561144978,1
3,0.24713875866040552,0.0086887919205462,1
3,0.23913925250765591,0.0,1
3,0.24464995120535932,0.320991201217095,0
3,0.2501129320355544,0.0097916484333891,1
3,0.2364833847520311,0.0096028869559056,1
3,0.2493852248146269,0.1538387811914158,1
3,0.2444398719190979,0.0,1
3,0.24875396696316943,6.036202632306973e-05,1
3,0.2489951027335165,0.1497014455747178,1
3,0.2481255124198981,2.2940885561905765e-05,1
3,0.24126530438373822,2.3883031054052966e-06,1
3,0.24206291067038008,0.0,1
3,0.2502842069066003,5.041423285636274e-05,1
3,0.2469734498616587,8.892839751501292e-06,1
3,0.2477638685482145,0.0309528867359379,1
3,0.2493350101478104,0.0045900098815928,1
3,0.250180051628985,0.0316833614773154,1
3,0.24237890225607672,0.0077076909766969,0
3,0.2497266052283747,0.001755538763497,1
3,0.23046448998574642,7.588778623545698e-05,0
3,0.2437196950792465,0.0051103187851697,0
3,0.2497481615641852,0.0071378169684012,1
