hour,val
1.0,0.049736565896193984
11.0,0.5022031049751107
21.0,0.8886766014841702
31.0,1.2253022476077005
41.0,1.523164684666619
51.0,1.8055804892114298
61.0,2.0849063424831633
71.0,2.3611764488564004
81.0,2.634425063989376
91.0,2.904686029604315
101.0,3.171992012770957
111.0,3.436375320505304
121.0,3.69786790725936
131.0,3.9565013787521846
141.0,4.2123069957593735
151.0,4.465315707930573
161.0,4.715558197532923
171.0,4.963064711878359
181.0,5.2078651598540615
191.0,5.449989124331707
201.0,5.689465865692011
211.0,5.92632432531186
221.0,6.160593147198079
231.0,6.392300776795893
241.0,6.621475233800524
251.0,6.848144205358342
261.0,7.072335077375019
271.0,7.294074937741731
281.0,7.513390579528999
291.0,7.730308511199623
301.0,7.94485510312558
311.0,8.157056332277042
321.0,8.366937826911768
331.0,8.574524937259277
341.0,8.779842738449926
351.0,8.982916033418135
361.0,9.184057034354298
371.0,9.382888140673705
381.0,9.57937321844996
391.0,9.773709844355839
401.0,9.965921522036735
411.0,10.156031497071261
421.0,10.344062759920018
431.0,10.53003804882645
441.0,10.714690895087209
451.0,10.897343793632166
461.0,11.07794199987144
471.0,11.258270681259878
481.0,11.439919866811799
491.0,11.622790056581822
501.0,11.806789732387688
511.0,11.99183480077525
521.0,12.177848445727845
531.0,12.364757407649716
541.0,12.552484960400129
551.0,12.740961201191205
561.0,12.930124770744845
571.0,13.119921775710178
581.0,13.30680772686405
591.0,13.472355300027088
601.0,13.626754836224682
611.0,13.77944115706302
621.0,13.930439289343049
631.0,14.07977216672161
641.0,14.227461257969198
651.0,14.37352719627612
661.0,14.517992717814582
671.0,14.66087673351875
681.0,14.802196595399113
691.0,14.941969466740598
701.0,15.080212323923988
711.0,15.216941958239758
721.0,15.352174972582237
731.0,15.485927230387496
741.0,15.61821472495936
751.0,15.749053688789356
761.0,15.878460156223886
771.0,16.006449967806823
781.0,16.133038774332288
791.0,16.258242040639274
801.0,16.382075308751034
811.0,16.50455399409492
821.0,16.62569292666326
831.0,16.74550677168045
841.0,16.86401003467448
851.0,16.981217063142402
861.0,17.097142048200784
871.0,17.211924580371875
881.0,17.32548419967156
891.0,17.43778216772486
901.0,17.54883667029012
911.0,17.658664705059312
921.0,17.76728236872049
931.0,17.874705059478472
941.0,17.980949517235352
951.0,18.086040945623143
961.0,18.189994110968023
971.0,18.292821924660434
981.0,18.39453761077058
991.0,18.49515509145105
1001.0,18.594689718764137
1011.0,18.693157341323513
1021.0,18.7905389542501
1031.0,18.886836397691624
1041.0,18.98206417597559
1051.0,19.076236472435504
1061.0,19.16936691740497
1071.0,19.261468661326198
1081.0,19.352680704223197
1091.0,19.443966049974623
1101.0,19.534157425739945
1111.0,19.62327444571749
