control_period,penalty,parameters_idx,deficit_cost,total_leaching_gN_per_m2,violated
3.0,0.20126710688876742,353.0,0.0007204837660887518,0.0018390464075392103,1.0
3.0,0.20126710688876742,354.0,0.0008919239078767722,0.020598586215220493,1.0
3.0,0.20126710688876742,355.0,0.010381614889212614,0.0,0.0
3.0,0.20126710688876742,356.0,0.004021029524620335,0.0008725609257989791,0.0
3.0,0.20126710688876742,357.0,2.9821630864893207e-05,0.004586053137791547,1.0
3.0,0.20126710688876742,358.0,0.009870948117450037,0.002196895716636126,0.0
3.0,0.20126710688876742,359.0,0.0039258993339539,0.0007936717921040126,0.0
3.0,0.20126710688876742,360.0,0.0007145052532736944,0.0979443057321157,1.0
3.0,0.20126710688876742,361.0,0.000387894944271354,0.038093269046123215,1.0
3.0,0.20126710688876742,362.0,0.0007881116265001333,0.03722668876930822,1.0
3.0,0.20126710688876742,363.0,0.004037420692957983,0.0,0.0
3.0,0.20126710688876742,364.0,0.0002977891726289739,0.002971665211859197,1.0
3.0,0.20126710688876742,365.0,0.0003297721216175141,0.02473577692257901,1.0
3.0,0.20126710688876742,366.0,0.010517051758665436,4.216707629656491e-06,0.0
3.0,0.20126710688876742,367.0,0.00388741036299248,7.831097790359354e-07,0.0
3.0,0.20126710688876742,368.0,0.010025097492108547,0.003047163581935177,0.0
3.0,0.20126710688876742,369.0,0.00393899577348633,0.00014207440892352878,0.0
3.0,0.20126710688876742,370.0,0.00012336458640345923,0.015066419013907636,1.0
3.0,0.20126710688876742,371.0,0.00207779472263886,7.355706973088807e-05,0.0
3.0,0.20126710688876742,372.0,0.0021459332659357526,0.0646663434164848,1.0
3.0,0.20126710688876742,373.0,0.0026505527819970375,5.3375937587781275,1.0
3.0,0.20126710688876742,374.0,0.004070441457967738,0.0,0.0
3.0,0.20126710688876742,375.0,0.0007750540522994457,0.007493241600740668,1.0
3.0,0.20126710688876742,376.0,3.480564839952272e-05,5.899514482817453,1.0
3.0,0.20126710688876742,377.0,0.0007412197038213819,6.998546018641145,1.0
3.0,0.20126710688876742,378.0,0.002395259851435636,0.0,0.0
3.0,0.20126710688876742,379.0,0.004379705326125117,0.0,0.0
3.0,0.20126710688876742,380.0,0.0002671954457227057,0.07490032522872228,1.0
3.0,0.20126710688876742,381.0,0.0011921719303469899,1.2856961427859785,1.0
3.0,0.20126710688876742,382.0,0.006940195806918633,0.0,0.0
3.0,0.20126710688876742,383.0,0.0006804164992433698,0.030426072979631957,1.0
3.0,0.20126710688876742,384.0,0.0013420942474817474,0.0014985030002207063,1.0
3.0,0.20126710688876742,385.0,0.0018127553164570282,0.05270281102638591,1.0
3.0,0.20126710688876742,386.0,0.0002598072536019666,0.29381905595138685,1.0
3.0,0.20126710688876742,387.0,0.00023353371113996065,1.691631211928477e-05,1.0
3.0,0.20126710688876742,388.0,0.0016278515413726497,0.001295276345232927,1.0
3.0,0.20126710688876742,389.0,0.0007655224876157231,0.03496930272380329,1.0
3.0,0.20126710688876742,390.0,0.0005878021997047865,0.0035295399106448303,1.0
3.0,0.20126710688876742,391.0,0.006549649930620512,0.0,0.0
3.0,0.20126710688876742,392.0,0.0070293781233645575,0.006504645632717291,0.0
3.0,0.20126710688876742,393.0,0.0023796519050132744,0.0,0.0
3.0,0.20126710688876742,394.0,0.0019852182134387887,4.727538359473287,1.0
3.0,0.20126710688876742,395.0,0.004178543665960612,8.170450077799051e-07,0.0
3.0,0.20126710688876742,396.0,0.0020045474660410896,0.0004524212566928106,0.0
3.0,0.20126710688876742,397.0,0.0005656975281932189,0.2523376023695931,1.0
3.0,0.20126710688876742,398.0,0.001274661183757774,0.03453737988214854,1.0
3.0,0.20126710688876742,399.0,0.00018667778782931278,0.0021946213838795214,1.0
