violated,revenue
0.645,0.26331723590943545
0.635,0.2627300702127288
0.6175,0.26141522693710867
0.6025,0.25832006039127925
0.5875,0.25189389730908834
0.515,0.23608918942484264
0.44,0.21481955105688508
0.335,0.1725307730921452
0.12,0.08450535917071951
0.0975,0.06599498341679176
