violated,revenue
0.7425,0.2642994235769726
0.6475,0.26443266204481086
0.62,0.26332972384443243
0.585,0.2597367112270191
0.555,0.2551839866557341
0.5375,0.2524183843706918
0.5175,0.24702694527389712
0.465,0.23152869915663343
0.4175,0.2138359759864997
0.355,0.1913422624548168
