idx,violated
0.0,0.645
0.0223630118765297,0.635
0.0670890356295891,0.6175
0.1341780712591782,0.6025
0.2012671068887674,0.5875
0.2683561425183565,0.515
0.3354451781479456,0.44
0.4025342137775348,0.335
0.4696232494071239,0.12
0.5367122850367131,0.0975
