violated,revenue
0.6975,0.26490485567355004
0.655,0.2653317014512042
0.655,0.26499364661222097
0.6175,0.26347608622386326
0.5925,0.26131826656039914
0.57,0.25649993898983015
0.5475,0.2527941083249847
0.5,0.2436062751476988
0.445,0.22873402825714356
0.4075,0.21623749473673276
