plot_y,total_leaching_gN_per_m2
0.2566944619204995,0.0057372434706886
0.2649800022704271,0.0473741096905246
0.2649234121691033,0.0039670520739559
0.2609652938610204,0.0011536704292772
0.2533012347209856,0.0021195282387752
0.26100317295911674,0.0006627078495452
0.26380348261645303,0.0
0.25642727837489293,0.0005601443752753
0.2617260758507013,0.020621694693841
0.2613936242952108,0.0515361151265993
0.2609659923656919,0.0
0.25499062278914103,0.0
0.25332247133631114,0.0
0.2341645506634459,3.4374219979881285e-08
0.2548889092383031,4.140722907276789e-05
0.2567123317293547,0.0003668803723268
0.252476362656632,0.6988309116547428
0.255399977086098,3.905357471150555e-06
0.25705899194647663,0.0
0.25371198260984684,0.0003915832545547
0.26087947568662245,0.0002906170135411
0.2610315254931642,0.0314104659770719
0.2532512173319863,0.0001452082422018
0.2560714922548967,0.0269747928198291
0.24938094315069284,1.4044256464136686
0.2650593554026622,0.00707089396623
0.2483567574865396,2.69968189370508e-05
0.2601047256467316,0.0102800840038304
0.2563488135887346,0.0002464983169582
0.25726609801931305,0.009967244741992
0.26104033869027066,1.536196457977786
0.25479308712205884,0.001193948364914
0.25837547033441716,0.000673517374189
0.26408660044660764,0.0764615516296913
0.261097892212319,0.0
0.2614956580185227,0.0054615028810816
0.26076176286610425,0.0191780367301035
0.24799929509026475,4.575178011834911
0.25935818131250105,0.0
0.23579362796553352,0.0045731861991209
0.2643449339512663,0.1454738772841099
0.25419933736126493,0.4308316254931991
0.25568603622061353,0.0018279461722937
0.25957177477743815,0.0175907883564475
0.26001393858129246,1.7879848202806177
0.26390083051665914,0.000973067394692
0.25523744997706244,0.9227894039982596
0.2600946241200454,0.0
0.25412732205784194,0.0
0.2600651008469814,0.0
0.25733645985250264,0.9454530223103252
0.2635093556572772,0.0023099663364588
0.2567922025703403,0.0003129220069177
0.26425697228851475,0.0229072099387684
0.2568348675817007,0.0656708905419497
0.25964043018669025,0.0
0.22413202275462402,3.0513408178287174e-05
0.2553510646053057,0.0007555221472398
0.26171303318922234,4.13602657519848e-06
0.2517225636424573,0.0
0.25403444294417615,2.2603843806315744
0.2569379529061268,0.5937854165065625
0.2616366525862786,0.0861082545851504
0.2643672881389909,0.0
0.2596193192462816,0.0
0.26091038608403383,0.0009490499379431
0.2537518464640082,0.0626313690042671
0.2648384908349323,0.0148967719936461
0.24983200161530075,0.0496706585949621
0.25443445361329675,0.0004512129579082
0.2614556585407421,0.0003828057619121
0.26074220084212013,0.0032747485874563
0.26393756596759993,0.0017586669005292
0.23671136540247692,4.548211532250994
0.25772487553368484,0.0037832376301817
0.2645508947310617,0.011579341762137
0.24522158865220056,2.9041367355503804
0.2569278636634124,0.0014183203032519
0.26418948047595514,0.0018367326796885
0.2594880062542521,0.0200440314036307
0.2558855105809517,0.0238622350409068
0.25456761331245215,0.000311775073216
0.25241255253275763,0.0020374215825313
0.25869707170829775,0.0274933196985838
0.26165266806648635,0.0010207697812814
0.2612782397954973,0.0011221616561048
0.26458684947594874,0.002162875909563
0.25631649703095694,0.0
0.26055267088585615,0.0
0.2534156834856377,9.229422844038647e-05
0.24479153084018673,2.79496577031274
0.2543476100741629,0.0013821202095934
0.2539286524793248,0.0933830002808584
0.26184428786740044,0.0020988333563518
0.26165474680300244,0.000161647930603
0.25195733473718873,0.0
0.26240224109852733,0.0033687773400414
0.25530693378972336,0.0147110321699703
0.2609672672441479,1.3439405502035369
