idx,violated
0.0,0.6975
0.0223630118765297,0.655
0.0670890356295891,0.655
0.1341780712591782,0.6175
0.2012671068887674,0.5925
0.2683561425183565,0.57
0.3354451781479456,0.5475
0.4025342137775348,0.5
0.4696232494071239,0.445
0.5367122850367131,0.4075
