Time_years,Net_flux_gN_per_m3_per_day
0.0,0.07358083366515875
0.13699005452204172,0.046832551039364824
0.27398010904408343,0.11738030201645797
0.4109701635661251,0.21616187861195596
0.5479602180881669,0.20552975232605902
0.6849502726102086,0.08934317214185335
0.8219403271322502,0.17269489316844305
0.9589303816542919,0.11174433829164668
1.0959204361763337,0.03332755822418139
1.2329104906983754,0.05433565798964232
1.3699005452204172,0.051366348993401076
1.5068905997424589,0.04442993918780022
1.6438806542645004,0.21374087059654154
1.780870708786542,0.12642302608721287
1.9178607633085838,0.05944074516722629
2.0548508178306255,0.09785290789148285
2.1918408723526674,0.027906512939357798
2.328830926874709,0.18042931843879473
2.465820981396751,0.22164489615441957
2.6028110359187924,0.21434127628647123
2.7398010904408343,0.05441311979371279
2.876791144962876,0.08908143465798014
3.0137811994849177,0.01919480270937217
3.1507712540069592,0.09288484715988066
3.2877613085290007,0.055001314692974604
3.4247513630510427,0.1610183222120396
3.561741417573084,0.15535486380109334
3.698731472095126,0.09334960674567858
3.8357215266171676,0.19616706137628181
3.9727115811392095,0.12974678554842636
4.109701635661251,0.09461312830068158
4.246691690183293,0.09878929806340266
4.383681744705335,0.23281571005864943
4.520671799227376,0.1386971007902811
4.657661853749418,0.08429531754019895
4.79465190827146,0.03303912066526598
4.931641962793502,0.14919965830217352
5.068632017315543,0.07220031100183416
5.205622071837585,0.016940424074203642
5.342612126359627,0.06325854390683608
5.479602180881669,0.13402966156888363
5.61659223540371,0.06359914945255732
5.753582289925752,0.12434375205482043
5.8905723444477935,0.03493481622525226
6.0275623989698355,0.05608089490729641
6.1645524534918765,0.09326865418711655
6.3015425080139185,0.13539296731386227
6.43853256253596,0.14954612070263767
6.5755226170580015,0.20730900929710264
6.712512671580043,0.065303601305802
6.849502726102085,0.14681833670156735
6.986492780624127,0.061663188549719083
7.123482835146168,0.02511502631429641
7.26047288966821,0.033902520199286516
7.397462944190252,0.12488037270249273
7.534452998712294,0.11420664508605655
7.671443053234335,0.17179818903449579
7.808433107756377,0.16070852881939374
7.945423162278419,0.1357714477118665
8.082413216800461,0.056547039058584374
8.219403271322502,0.020172323745295755
8.356393325844545,0.14760948838355478
8.493383380366586,0.12068524908754552
8.630373434888627,0.14043747726320027
8.76736348941067,0.1579598061536139
8.90435354393271,0.145544532647077
9.041343598454752,0.0660876172727515
9.178333652976795,0.07056598132349567
9.315323707498836,0.04560618046100094
9.452313762020879,0.07086498985401221
9.58930381654292,0.040777075471338346
9.72629387106496,0.09200306372930593
9.863283925587004,0.02892390340411997
10.000273980109045,0.11661630243723718
10.137264034631086,0.09742156026369195
10.274254089153128,0.13674245212100522
10.41124414367517,0.041678283285379585
10.54823419819721,0.13332066945516857
10.685224252719253,0.15348994724076953
10.822214307241294,0.1159426121798068
10.959204361763337,0.03152726731198745
11.096194416285378,0.0664325823638541
11.23318447080742,0.09882287467775723
11.370174525329462,0.1452822785447045
11.507164579851503,0.15619069071241737
11.644154634373544,0.12890256644258097
11.781144688895587,0.12457380606770578
11.918134743417628,0.08322193917037768
12.055124797939671,0.04579117626156716
12.192114852461712,0.0842076077930105
12.329104906983753,0.024181547836694895
12.466094961505796,0.042207475237868566
12.603085016027837,0.12337745813936982
12.740075070549878,0.06314161346830276
12.87706512507192,0.0787569648850803
13.014055179593962,0.055699949297802503
13.151045234116003,0.06593370022463985
13.288035288638046,0.10406202089183872
13.425025343160087,0.08843011690626404
13.56201539768213,0.031008139279993564
13.69900545220417,0.10961824606230837
13.835995506726212,0.1495025072787969
13.972985561248255,0.11833849274751462
14.109975615770296,0.08355654653694039
14.246965670292337,0.12491020807872477
14.38395572481438,0.17468545459920876
14.52094577933642,0.18406793126673518
14.657935833858463,0.12838313825328426
14.794925888380504,0.08140018020035124
14.931915942902545,0.030461845751075134
15.068905997424588,0.0389868632527339
15.20589605194663,0.06667563813630409
15.34288610646867,0.114965073882631
15.479876160990713,0.029043256830866705
15.616866215512754,0.10116709646347924
15.753856270034797,0.050766962292136154
15.890846324556838,0.017455093590922507
16.02783637907888,0.05184496759208759
16.164826433600922,0.019199767166099224
16.301816488122963,0.03325232933396693
16.438806542645004,0.0906496970615259
16.575796597167045,0.053397219034109766
16.71278665168909,0.05123726588858653
16.84977670621113,0.016007854475128785
16.986766760733172,0.09809414229492913
17.123756815255213,0.020773382643839686
17.260746869777254,0.0427870729858515
17.397736924299295,0.08414689079392941
17.53472697882134,0.03238055298383238
17.67171703334338,0.14609082114764285
17.80870708786542,0.052069766624012734
17.945697142387463,0.14403484573968706
18.082687196909504,0.012165490259238335
18.21967725143155,0.021731642474798835
18.35666730595359,0.06611938686324774
18.49365736047563,0.07249874165148684
18.63064741499767,0.050234006007808606
18.767637469519713,0.03190482386290909
18.904627524041757,0.08103863327542285
19.041617578563798,0.06971086762034717
19.17860763308584,0.06789423952093276
19.31559768760788,0.13467415830906188
19.45258774212992,0.04457628568860339
19.589577796651962,0.07686922535126003
19.726567851174007,0.09053659423009651
19.863557905696048,0.051841745934147324
20.00054796021809,0.1270762341196594
20.13753801474013,0.020073705782917124
20.27452806926217,0.1066348828694643
20.411518123784216,0.07345090400668222
20.548508178306257,0.16029880993757667
20.685498232828298,0.04290917546350937
20.82248828735034,0.14576696843151732
20.95947834187238,0.09197884904164984
21.09646839639442,0.06174218526803395
21.233458450916466,0.13695459238969437
21.370448505438507,0.09169621643798347
21.507438559960548,0.14097411210711333
21.64442861448259,0.16724788110530214
21.78141866900463,0.03457817116240945
21.918408723526674,0.054528707327293965
22.055398778048716,0.06969789550512406
22.192388832570757,0.05014672460248119
22.329378887092798,0.07658335239108843
22.46636894161484,0.06325786834766398
22.60335899613688,0.06880428859624525
22.740349050658924,0.08781740699223489
22.877339105180965,0.07708341858822954
23.014329159703006,0.03556999916138262
23.151319214225047,0.07328635391432105
