hour,val
1.0,0.03954563352784658
11.0,0.38754933769933303
21.0,0.6821768731843605
31.0,0.9708594203959102
41.0,1.2563838744688456
51.0,1.5387852033634155
61.0,1.8180978615789605
71.0,2.094355848486756
81.0,2.3675931849082716
91.0,2.6378435783797176
101.0,2.9051396911839507
111.0,3.1695138222822608
121.0,3.4309979166595266
131.0,3.6896235703752973
141.0,3.945422035725801
151.0,4.1984241170111485
161.0,4.448660102309148
171.0,4.696160207895548
181.0,4.940954334193288
191.0,5.183072055503204
201.0,5.422542623568602
211.0,5.659394971098292
221.0,5.893944426566304
231.0,6.126190548855825
241.0,6.3558668448118425
251.0,6.583003091289526
261.0,6.8076286741727285
271.0,7.029772593065869
281.0,7.249463466132347
291.0,7.466727940276783
301.0,7.681572352041151
311.0,7.894025788512997
321.0,8.104123654916636
331.0,8.31189869777227
341.0,8.517381686371081
351.0,8.720601880442679
361.0,8.9215874675485
371.0,9.120377661200413
381.0,9.317005331563822
391.0,9.51149425216471
401.0,9.703868312289547
411.0,9.894151786398224
421.0,10.082369789702625
431.0,10.268549141292793
441.0,10.453906762234228
451.0,10.637161314568667
461.0,10.818227908974341
471.0,10.997163466138845
481.0,11.174017682319976
491.0,11.348834551328686
501.0,11.521653542658733
511.0,11.692517197111348
521.0,11.861473882048054
531.0,12.028548446056423
541.0,12.19376396213704
551.0,12.357143099837314
561.0,12.518708136556079
571.0,12.67848096861482
581.0,12.836483141014588
591.0,12.992735958503529
601.0,13.147260252739697
611.0,13.300076487440455
621.0,13.451204797856036
631.0,13.600665000090055
641.0,13.74847660012932
651.0,13.894856170461344
661.0,14.040047420678933
671.0,14.183591545545056
681.0,14.325511484010848
691.0,14.465829562306729
701.0,14.60456752326526
711.0,14.741746554294984
721.0,14.877387306151507
731.0,15.011509172115003
741.0,15.144131529374214
751.0,15.27527392874639
761.0,15.404955800479332
771.0,15.53319611459027
781.0,15.660013289046496
791.0,15.78542523826254
801.0,15.909449652356527
811.0,16.03210387130918
821.0,16.15340453538716
831.0,16.27336791778089
841.0,16.392009952899148
851.0,16.50934626037763
861.0,16.625392166205764
871.0,16.768482719000232
881.0,16.925216256696448
891.0,17.083797162851067
901.0,17.24407708012485
911.0,17.405923324514134
921.0,17.569217120676857
931.0,17.733852053345185
941.0,17.899732645461594
951.0,18.066772493926326
961.0,18.23489379605453
971.0,18.404026700358983
981.0,18.574108433592276
991.0,18.745082567971373
1001.0,18.91689837411116
1011.0,19.08898858461637
1021.0,19.253417886140046
1031.0,19.408327181592874
1041.0,19.5546483428673
1051.0,19.69318615555454
1061.0,19.824639808434917
1071.0,19.949620146010716
1081.0,20.06869328884014
1091.0,20.185738089835812
1101.0,20.30319456044369
1111.0,20.42103786494153
1121.0,20.539246022580887
1131.0,20.65779958902628
1141.0,20.776681377587217
1151.0,20.89587621508205
1161.0,21.011121686681246
1171.0,21.117133363605003
1181.0,21.215153575653073
1191.0,21.306231898590823
1201.0,21.39122792093004
1211.0,21.471080999559096
1221.0,21.549155753669478
1231.0,21.626371076490667
