idx,violated
0.0,0.7425
0.0223630118765297,0.6475
0.0670890356295891,0.62
0.1341780712591782,0.585
0.2012671068887674,0.555
0.2683561425183565,0.5375
0.3354451781479456,0.5175
0.4025342137775348,0.465
0.4696232494071239,0.4175
0.5367122850367131,0.355
